,link,text,time
131,https://www.instagram.com/p/BfX7QHZBj2W/,"Mew purriend 
#catsofinstagram #furryfriend #cat #catsofbgc #fifi

went to the park near shangrila i was worried coz I saw an article online that the cats who lives in that area in bgc suddenly disappeared 😭 I only saw one 😞",2018-02-19 19:46:48
132,https://www.instagram.com/p/BNgUeQCgcg1/,#cats #nightshot #bgc #hipstamaticonly #hipstamaticaddict #hipstamaticpure #hipstamaticph #hipstamatic #philippines #catsofbgc,2018-02-19 21:05:46
133,https://www.instagram.com/p/BfY3-OaghFj/,Any updates??? #wherearethecatsofbgc #findingcatsofbgc #catsofbgc #boycottpetbustersph #boycottshangrilafort #animalcruelty,2018-02-19 18:40:20
134,https://www.instagram.com/p/BfYyJGRF5vb/,"Hoping that the missing  #CatsofBGC are all safe and will soon be found. 🙏

For more info and updates about the #CatsOfBGC current situation, kindly visit @catsofbgc. 
Photo from @the_puspin_chronicles. 😽",2018-02-19 17:49:24
135,https://www.instagram.com/p/BfYuQ88Hvxh/,"""Please bring back #CatsOfBGC""

Thank you @msn @philstarnews 
#findingcatsofbgc 
https://www.msn.com/en-ph/news/national/missing-bgc-cats-relocated-adopted-hotel-management-claims/ar-BBJjzKV",2018-02-19 17:15:31
136,https://www.instagram.com/p/BfYr8SEHGxE/,"Please see CNN Philippines News Update. 
Thank you @cnnphilippines 
#catsofbgc 
http://cnnphilippines.com/news/2018/02/19/Shangri-La-the-Fort-CARA-search-missing-cats-BGC.html",2018-02-19 16:55:13
137,https://www.instagram.com/p/BfYns-AnQRK/,"Someone just reported Fifis whereabouts at Shangri-La. Have you seen her recently? If you have the chance to rescue her, please do so. 
Please send us any updates. 
#CatsofBGC #findingcatsofbgc",2018-02-19 16:25:25
138,https://www.instagram.com/p/BfYjcn3H0R8/,"Where are the #CatsOfBGC Shangri La Now?

What can YOU do in this situation? we hope you can help us by finding our missing cats, and permanent homes for our currently fostered cats. Please feel free to see the photos for the status of the Shang Cats we know, and share photos of the cats you think may have been relocated or missing so we can all verify if someone has adopted them or not. Kindly support @carawelfareph and the cats on this. Thank you. #FindingCatsOfBGC

Tag us and use #FindingCatsOfBGC if you find relevant information. 
Please spread the word. Thank you so much!",2018-02-19 15:51:57
139,https://www.instagram.com/p/BfYinKqBhsD/,":: 11NOV2017 :: BGC, TAGUIG CITY :: 👣
💭 Just read the articles about the Shang cats and much of it explained why they’ve gradually gone missing. Every time I get around the Shang area, these little furballs would always give a warm greeting along the way. But I probably won’t be seeing most of them again anytime soon. It’s just sad to think about what could’ve possibly happened to them based on the articles and posts. I really do hope the management stays true to their words, that about half of them are adopted by its employees and the rest, relocated safely. As of now, no one has confirmed as to where they’ve been transferred to and if they were taken in. If they are not to be returned to the park anymore, I just hope they’re ALIVE and have gotten better living conditions out of all the fuss.
Kudos, @catsofbgc, for being in charge of the adoption efforts, and to the rest of the cat community who had been nurturing our pets. Till then, feline friends! 😿
#SupportTNVR #SupportCatsOfBGC #CatsofBGC",2018-02-22 06:01:15
140,https://www.instagram.com/p/BfYf_eWHMEL/,I forgive you for giving me and @reesespeezes the feline equivalent of “Che!” last Friday. I hope your friends are safe. #catsofbgc,2018-02-19 15:10:48
141,https://www.instagram.com/p/BfYfJCXHqPZ/,"Gloria is an adoptable Shang cat who was rescued twice (first as a stray, second as a neglected & injured pet). She is being fostered by #CatsOfBGC. You may view Gloria's survival story that we created in an attempt to have her adopted soon, here: https://www.facebook.com/bgccatsph/videos/416238075472697/",2018-02-19 15:03:22
142,https://www.instagram.com/p/BfYe_eHH6YB/,Liquorice is an adoptable Shang cat who has been fostered by #CatsOfBGC since last year. He is still waiting for his forever home.,2018-02-19 15:02:03
143,https://www.instagram.com/p/BfYePM5nryZ/,"Mama is an adoptable Shang cat who was hastily fostered by a contact of #CatsOfBGC when the relocation news broke out. Her foster hooman is also currently fostering the Mind Museum cat
—the cat mentioned in our previous post in facebook who was found to be a victim of poisoning by an anonymous cat hater.

#findingcatsofbgc",2018-02-19 14:55:28
144,https://www.instagram.com/p/BfYd8W3n7_F/,"Meghan is an adoptable Shang Cat who was hastily fostered by an animal welfare representative/contact of #CatsOfBGC when the relocation news broke out. She is still waiting for her forever home.

#findingcatsofbgc",2018-02-19 14:52:53
145,https://www.instagram.com/p/BfYdxUmnwT4/,"“Park” or “Grabby Cat” is a Shang cat who was hastily fostered by a contact of #CatsOfBGC when the relocation news broke out. 
#findingcatsofbgc",2018-02-19 14:51:24
146,https://www.instagram.com/p/BfYaWZZhWOg/,"The BGC cats are a well-managed colony of cats fed and looked after by community volunteers. They are spayed/neutered with complete vaccines, all expenses paid out of the volunteers' pockets. They have a social media following where they are being adopted out. They even have their own food bowls and names.

People used to visit the BGC park just to see and feed them until Shangri-la eradicated them through Pest Busters. Now, they're nowhere to be found. It's the 5th day since they're gone. Shanhgri-la can't even disclose where the cats were ""relocated"". Or were they? They might have even been disposed as ""pests"". All the press releases of Shangri-la have been evasive and only produced more questions than answer. Pure BS.

Currently, efforts are being made by CARA and volunteers to search the 39 missing cats in areas where they were allegedly ""relocated"" in the hopes of finding them and bring them home. The cat community demands the return of  the BGC cats to their home - dead or alive.

#CatsOfBGC
#JusticeForTheCatsOfBGC
#WhereAreTheCats
#BringTheCatsofBGCBack
#CorporateSocialIrresponsibility
#ShangIna",2018-02-19 14:50:13
147,https://www.instagram.com/p/BfYR8LEFLW6/,"Pls help @catsofbgc are missing. I felt very emotional right because they have the right to live. They deserve to be loved. @pawsphilippines @happyanimalsclub please help to bring back the cats in bgc. Big thank you to @carawelfareph  for their effort to save the cats. #findingcatsofbgc #catsofbgc 
Sign the petition to bring back the cats in BGC. Link in my bio.",2018-02-19 14:38:22
148,https://www.instagram.com/p/BfYVf_0gxAT/,#CatsofBGC please stay.,2018-02-19 13:39:07
149,https://www.instagram.com/p/BfYVfh8HvDG/,"Meet Kitkat! Our resident kitty at #campkanawan. While some gazillion dollar hotel in BGC is having a PR nightmare for supposedly displacing the #catsofbgc, Kitkat is busy chilling on our sofa. We love our felines, and we feel that every hotel / hostel / resort should too! After all, this is a cat’s world, and we just happen to be living in it. Spreading kitty love to one and all! (BTW, if you visit #campkanawan and Kitkat happens to sneak into your room, please don’t try to kidnap him 😉) #meow",2018-02-19 14:12:52
150,https://www.instagram.com/p/BfYUDjLAEtt/,I saw one cat in BGC. May you survive the perils of living with savage humans. Wander the woods and bushes little darling feline. #catsofbgc,2018-02-19 13:26:30
151,https://www.instagram.com/p/BfYSdOOAdRe/,"Missing the @catsofbgc.

#catsofbgc #catlivesmatter #bringbackthecatsofbgc #justiceforbgccats",2018-02-19 13:12:31
152,https://www.instagram.com/p/BfYQF0plbVe/,Cat Lives Matter 👊🏼 #catsofbgc #bgc #caraphilippines Image from @the_puspin_chronicles,2018-02-19 13:32:22
153,https://www.instagram.com/p/BfYP9ytAICW/,"@shangrilafort nasaan ang mga kaibigan naming pusa? 
#catsofinstagram #catsofbgc",2018-02-19 12:50:45
154,https://www.instagram.com/p/BfYN8cKggyQ/,"It's so sad to think that these cats are no longer there. Wala na si Adi tulo tan-awon mag kadto kami to. Nalingaw pa man siya mag lantaw sa mga kuring nga naga kaon kag hampang. 💔💔💔 If you can please sign the petition to help find these cats. Click on the link below: 
https://www.change.org/p/www-paws-org-ph-philippine-animal-welfare-society-shangri-la-at-the-fort-bringbackthecats?recruiter=494382854&utm_source=share_petition&utm_medium=facebook&utm_campaign=autopublish&utm_term=psf_combo_share_message.nafta_milestone_share_ask_victory.control&utm_content=ex67%3Acontrol 
#findingcatsofbgc #catsofbgc",2018-02-19 12:40:20
155,https://www.instagram.com/p/BfYMZrKB0Mc/,"Thinking about our beloved @catsofbgc friends and fervently hoping for their safe return. Wherever they are, we hope they have found a friendly hooman who would care for them. Or at least found a way to stay out of harm. In this world of greed and lack of compassion, us animal lovers should stand together. May we all show empathy, understanding, and love towards each other because at the end of the day, we all just want the same thing. #bringthecatsofbgchome
.
.
.
#cats #kyusikats #gato #catlife #muning #catcarephilippines #pusa #catsofinstagram #instacat #meow #furball #kitties #adoptdontshop #domesticcats #puspin #straycats #catoftheday #kitty #catsagram #spayed #neutered #responsiblepetguardianship #catsofbgc #catlivesmatter #catsarenotpests #shangrilafort",2018-02-19 12:21:19
156,https://www.instagram.com/p/BfYLL82h2V3/,"Let me give you a little background on why finding those cats mean so much to me. 
About three years ago, we were looking for a cat to adopt to be a companion for our baby Bugg. August of 2014 was when Amelia chose us.

Steve was walking along Serendra when he saw this tiny tiny kitten trying to cross the street. He immediately scooped her up and looked for her family. Sadly, no other cats were there so he decided to bring her home. I remember this first photo he sent along with the message ""look what I got!"" Our little girl Amelia is one of those BGC cats. Look at how she evolved into this beautiful creature that gives us joy everyday. I wish this kind of joy for everyone. It cannot be explained and maybe non-pet lovers will never understand.

Let us try to open our homes to these wonderful creatures. I assure you that your life will never be the same again.

#AdoptDontShop #cats #BringBacktheCatsofBGC #CatsofBGC @Catsofbgc @carawelfareph",2018-02-19 12:21:37
157,https://www.instagram.com/p/BfYJ9AmF7sa/,Forbeswood Kets.  #catsofbgc #catnap #nrc #bgcitizen #nikerunning #runbgc,2018-02-19 11:58:13
158,https://www.instagram.com/p/BfYIVkwFWVM/,"While searching for the #catsofbgc , we spotted a miming manning his sari-sari store 💜

#adoptdontshop #puspin #rescue #rescuedismyfavoritebreed",2018-02-19 11:45:45
159,https://www.instagram.com/p/BfYGGpHhwOE/,"Just a couple of weeks back, I posted these pics of the @catsofbgc - we were so delighted how these cats are thriving in their environment and it gave me hope that Filipinos are learning to treat animals with compassion and that we can actually coexist. Truly disheartened by the news that these cats have been “relocated”. Hope we can all help in #findingcatsofbgc 
#catsofbgc #boycottshangrila",2018-02-19 11:24:35
160,https://www.instagram.com/p/BfYGCH5BMZ4/,"Just a couple of weeks back, I posted these pics of the @catsofbgc - we were so delighted how these cats are thriving in their environment and it gave me hope that Filipinos are learning to treat animals with compassion and that we can actually coexist. Truly disheartened by the news that these cats have been “relocated”. Hope we can all help in #findingcatsofbgc 
#catsofbgc #boycottshangrila",2018-02-19 11:23:58
161,https://www.instagram.com/p/BfYF4WOh3Z4/,"Just a couple of weeks back, I posted these pics of the @catsofbgc - we were so delighted how these cats are thriving in their environment and it gave me hope that Filipinos are learning to treat animals with compassion and that we can actually coexist. Truly disheartened by the news that these cats have been “relocated”. Hope we can all help in #findingcatsofbgc 
#catsofbgc #boycottshangrila",2018-02-19 11:22:38
162,https://www.instagram.com/p/BfX-tF2h4g4/,"I want to share something about the #CatsofBGC issue that has been spreading fast. But first, let me introduce this place. .

It's located somewhere past The Heritage Park, left turn along Bayani Road. ""PUSSY CATS' KINGDOM,"" the little blue made-up house said. This photo was taken when @bjanbernabe and I traveled by foot (morning ""workout"") last November 2017. Whoever set that up there, we have no idea. Wala namang naka-bantay. There was a note written that said, ""Hindi iponan ng mga pusa. 'Wag maglagay ng maliliit na pusa, di pa kumakain."" We found two cats finding shelter from the 9am heat. It's a cute and nice home for these stray cats, but not the best and proper one thay they can have.
.

The situation of the cats in BGC is almost the same story, except there's no blue made-up house. We were very fond of them, kaya lagi namin silang dinadaanan after our morning jogs. There was ""Bungo,"" with his black markings on the face forming like a skull. This brown-streaked, playful cat I would've named Darth Invader (LOL; also coz it just invades private space). A pregnant cat that we haven't named yet (would've loved to name her Fiona coz that sounds like a pretty cat, doesn't it).
.

They are super friendly and they love receiving lambing from people who pass by. But they do not *really* belong there. They are all stray cats, roaming around someone else's property. I'm not defending Shangri-la's action. And that's not the point of this long post (thank you for reading up to this point btw). Maybe this issue puts light to the overwhelming number of stray cats. If you want to help out these cats (and more), please #AdoptNotShop. There are a lot of kindhearted groups and organizations that tend to stray cats until a parent decides to take them home (my friend @fatimoir handles @catsforadoptionph). A lot of street cats need shelter and love. Instead of burning down Shangri-La the Fort, take a lovely feline, or two, home. Go back to the root of the problem: they need shelter. Be their home. .

Side note: I LOVE cats but I can't take them home. Maybe when I finally live on my own.",2018-02-19 10:24:07
163,https://www.instagram.com/p/BfX-dhiFtrY/,"Well, that escalated quickly! Hoho. From an almost perfect ratings before the BGC cats hullabaloo, it has gone down to just 2.1 stars and it will continuously dwindle as more and more concerned and outraged netizens leave ratings on your page. Serves you right, Shangri-la BGC! What you did to those community cats is an abomination so be ready to take the backlash of your thoughtless act! You are unethical, uncompassionate, selfish and have no regard for life. It is ironic that you are in the hospitality field and your hotel's name means Utopia -where everything is beautiful, peaceful and harmonious- yet how you treated those poor innocent cats is the complete opposite. Is that what you call social responsibility? Most of those cats have probably lived in BGC longer than you have yet you got the audacity to displace them from the park which isn't even your property? Wow! Shame on you! Those cats are even well taken care of, vaccinated, spayed and neutered; you didn't consider how the people who take care of them would feel. I am reading a lot of comments from BGC residents and those who work there about how fond they were of the cats, how they bonded with them, they even feed them regularly and now they're heartbroken with the disappearance of their feline friends; I no longer live in BGC but my heart breaks for them too. 💔 If it's any consolation, I'm touched with the outpouring love and concern people from all walks of life -most of which are professionals, executives, expats- are showing not just to those poor BGC felines but all cats in general. On a lighter note, I think dagdag pogi points mga professional, good-looking men who speak up for the cat's rights. Haha. Compassion is 💕. #justiceforBGCcats #animalwelfare #catsofbgc #animalrights #catsofinstagram #catlovers #shangrila",2018-02-19 10:18:23
164,https://www.instagram.com/p/BfX9fZxBCK6/,"The kind of people we are is reflected in how we treat our stray animals, and I feel that some of us have gone to the lowest low by taking the stray cats of BGC away, getting rid of them like their lives don’t matter. I shall never trust people who do not show kindness to animals. I will keep on teaching my one-year-old niece to be kind to animals because that’s the closest she can have to giving unconditional love. I am saddened, angry.

Please bring back the cats of BGC. The lives of these cats matter. They matter to us. And we are outraged that we have people in our midst who can do this deed without mercy, without compassion, without remorse. #bgc #catsofbgc #catsofinstagram #cats #shangrila #shangrilathefort #shangrilafort #catlivesmatter #bringbackthecats",2018-02-19 10:24:15
165,https://www.instagram.com/p/BfX8S6Uh139/,"Stray feeding today at Shaw Boulevard overpass and the SCAPE building fatsos. 😆

I hope and pray that these babies won't be ""disposed off"" by corporate greed. #catsofbgc

#catsofintsagram #shawcats #scapecats #loveforstrays #loveforthehomeless #kitties #furbabies #cats #strays #instacat #animals #loved #catsofmanila",2018-02-19 09:58:52
166,https://www.instagram.com/p/BfX0zQNHEem/,#catsofbgc,2018-02-19 08:53:23
167,https://www.instagram.com/p/BfXzg4hln8M/,"This is a screenshot of @shangrilafort 's statement as posted on @carawelfareph 's FB page. 
1) If you truly were concerned about the welfare of the cats, YOU DO NOT HIRE A PEST CONTROL COMPANY TO HANDLE THEM. By doing so you have already shown bias and that any humane approach was thown out the window. You already labeled them as PESTS and have taken actions to treat them as such. 
2) Adopted by Staff Members. Then prove it. 
3) Given Cara exact locations? NO YOU DID NOT.
4) LEARNING EXPERIENCE? What idiots (not to mention heartless souls) you must be to not know that there are actual laws against such actions. And once again, you effing hired a PEST CONTROL COMPANY. 
5) You dont get to hide behind vague statements that you are helping CARA. And in the process insinuating that the entire issue was blown out of proportion by netizens, who are only after painting a negative picture of you. We gain nothing from that. 
6) Go right ahead, fool yourselves into thinking that you did not take part in hurting innocent lives. Bacause by forcibly and inhumanely relocating them you have put these cats' lives at risk. At night, before you sleep, you know that the truth about yourselves will haunt you.

Let us help @carawelfareph and @catsofbgc find them. 
#catlivesmatter #animalwelfare #animalabuse #cats #catsofinstagram #catstagram #CatsofBGC #findingcatsofbgc",2018-02-19 08:58:18
168,https://www.instagram.com/p/BfXxfa9nKQF/,"Bobby is an adoptable Shang cat who was hastily fostered by a contact of #CatsOfBGC when the relocation news broke out. His foster hoomans might adopt him.

#foradoption #catlivesmatter",2018-02-19 08:24:28
169,https://www.instagram.com/p/BfXw2RZlkgc/,Credits to the owner #catsofbgc #bringbackourcats,2018-02-19 08:18:51
170,https://www.instagram.com/p/BfXvsPnlNFM/,#justiceforthecatsofbgc #catsofbgc #shangrilaathefort,2018-02-19 08:10:42
171,https://www.instagram.com/p/BfXvsRqnuod/,"We all knew what happened to our furever beloved #CatsofBGC, and we would like give our sincerest gratitude for all of your support. The amount of support we received have been overwhelming. Please continue to support us in finding the #CatsofBGC. Let's continue to fight! 
We will be sharing all the cats that we know so you’ll get to know them more. 
Belo is an adoptable Shang cat that may have been part of the “relocation”. She was a part of the first batch of adoptables last December 2017.

Please use the hashtag : #FindingCatsOfBGC",2018-02-19 08:08:45
172,https://www.instagram.com/p/BfXtAJTlsiG/,Missing!!! #CATSOFBGC #bringbackthecats #wherearethecats #stopanimalcruelty,2018-02-19 07:45:14
173,https://www.instagram.com/p/BfXsXUhAeY8/,"This Black Panther-like cat together with the other Cats of BGC might be in danger. 
I hope @shangrilafort did really relocate them safely. #bgc #cats #catsofbgc",2018-02-19 07:39:40
174,https://www.instagram.com/p/BfXrtB0BfzW/,"In honor of the community cats of Shang BGC @catsofbgc May they all come back home safely because #catlivesmatter #bringthecatshome use this as your profile pic on FB  to stand with the cats of of Shang BGC who were thoughtlessly packed away, and animal lovers who spoke on their behalf and have had their accounts hacked into to silence them.",2018-02-20 01:25:05
175,https://www.instagram.com/p/BfXolo3AJsr/,What do you call a kuting that loves shoes?,2018-02-19 07:06:40
176,https://www.instagram.com/p/BfXkVkZlyCh/,"george is very scared. he heard thru the grapevine that cats were taken from their home in bgc and they still cannot be found as of press time. i hope wherever those cats are, they are safe. i hope we can find them. meanwhile i will hug my babies tighter. #catlivesmatter #catsofmanila #catsofbgc 
@kittenxlady @thecatdaddy @jessicazafrascats",2018-02-19 06:29:31
177,https://www.instagram.com/p/BfXjJdjFW0v/,"Sharing this again NO LONGER in the spirit of fairness after finding out that Shangri-La at The Fort made NO attempt to contact CARA and Cats Of BGC. The two groups were the ones who walked-in on Shang and asked to meet regarding the ANIMAL CRUELTY.

So the insinuation that Shang requested a meeting with CARA and Cats of BGC IS FALSE. So shame on the people who are now saying these groups had something to do with this mess and are being bribed by Shang. 
Oh and “exact locations”? NOT TRUE. Ilaya Street and Anastacio Street are BOTH NOT IN TAGUIG. The former is in Pasig and the other is in Guadalupe Nuevo. 
#justiceforthecatsofbgc #catsofbgc #shangrilaathefort",2018-02-19 06:19:08
178,https://www.instagram.com/p/BfXgVcOlvhN/,"I brought Cheese to my mom's house last weekend. 1st pic is of him trying to look for the giant rat that has invaded the house. We all screamed when it came out and Cheese was actually the first one to run away!! (he did it 2x!) 😂😂😂 2nd pic is of Cheese hiding under the bed after the rat ran away. He stayed there all afternoon. Guess he got scared.
.
.
. 
#cheese #catoftheday #cat #cats #catsofig #catsofinstagram #kitty #kittycat #kitten #kittensofinstagram #kittens #pet #pets #petsofinstagram #petstagram #scottishfold #scaredycat #scared #catsofmanila #catsofbgc",2018-02-19 05:54:33
179,https://www.instagram.com/p/BfXdBb4g_t-/,"I'm no pest - I'm a pest catcher! 😾 I hope the #catsofbgc are found safe and sound. 😭
~Cay",2018-02-19 05:25:37
180,https://www.instagram.com/p/BfXccpmALKo/,"Shangri-la Fort, sinungaling!

LAHAT kami na nag rate ng 1 star, muntik ma hack ung mga FB accounts namin. May nag attempt mag log in skin sa QC? tas ni require akong magupdate ng password?! Tas wala na yung review ko sa FB page nyu? Pati sa google inalis nyu! 
Magsama kayo ng pest buster! Mga peste kayo! 
Violation of the law excuses NO ONE. 
you clearly violated the Animal Welfare act. 
This goes to all animal abusers! 
#bringbackthecats #boycottshangrilafort #boycottpetbusterph murderers #catsofbgc #stopanimalabandonement #stopanimalcruelty",2018-02-19 05:20:35
181,https://www.instagram.com/p/BfXbE8FgySY/,Happy to see this today! #catsofbgc,2018-02-19 05:08:37
182,https://www.instagram.com/p/BeHRdTABn7N/,Hi cat 🐈🐱🐾💤 #cat #neko #miao #bgccat #tambay #pusa #tulog #catsofbgc,2018-02-19 05:16:54
183,https://www.instagram.com/p/BfXXEOYh2z6/,"CATS ARE NOT PESTS TO BEGIN WITH. 
The hiring of Pest Busters by @shangrilafort to destroy a community of cats who have been thriving peacefully in the area (thanks to @catsofbgc and other animal welfare groups) is irresponsible and cruel no matter which angle you try to look at. It is a violation of RA 8485 or the Animal Welfare Law. Shangri-la has released a statement claiming the cats were adopted while others were relocated, yet unable to show proof of such claims. 
This company boasts about their CSR projects around the globe which includes caring for the nature, yet such act greatly demonstrates their hypocrisy. 
Shangri-la The Fort MUST bring back ALL the cats you took AND pay for violating the law. #wheninmanila #wimpets #catsofBGC #catsofManila #Taguig #animalcruelty #cats #catsofinstagram #puspins #puspinsofmeownila #puspinsofmanila #CARA #CARAWelfare #PAWS #PART #animalwelfare #savethecatsofbgc #PETA #cats #kittens",2018-02-20 03:24:01
184,https://www.instagram.com/p/BfXSRZ0Au7l/,"Help return the cats! 😢🐱 Share, tag, sign. Let the world know about what's going on. These cats need all the help

Animal lovers are saddened when we found out that the beloved cats of BGC (a well-known area here in the Phillipines) where captured and dumped elsewhere by  a pest control company under the order of the management of the newly built Shangri-La at the Fort just because the cats ""ruins the hotel's aesthetics"". Those cats are well taken cared of by volunteers, residents, office workers and even strangers who visit BGC. Most of them are fixed and are fully vaccinated. The hotel management did not coordinate with the LGU or the animal welfare volunteers who take care of the cats about their plan. Instead, they hired a pest control company, whom by law, is not authorized to handle the task.
The hotel released a statement that some of the cats were adopted and some where ""relocated"" somewhere else. The current condition of these cats still remains to be seen as @catsofbgc are still looking for them. The has not issued any apologies nor displayed acceptance of their wrong-doing. There were also reports that some netizens who left a negative review on the hotel's FB page were hacked and the reviews were deleted. 
Such an under-handed move coming from a big company. Hope that all the cats are safe and found.

To know more about what happened, check these articles:
👉http://www.wheninmanila.com/what-happened-to-the-cats-of-bgc/
👉 http://newsinfo.inquirer.net/969674/loss-of-taguig-park-cats-sparks-outcry

Please also sign the petition:
👉 https://www.change.org/p/www-paws-org-ph-philippine-animal-welfare-society-shangri-la-at-the-fort-bringbackthecats?recruiter=357626476&utm_source=share_petition&utm_medium=facebook&utm_campaign=autopublish&utm_term=psf_combo_share_message.nafta_milestone_share_ask_victory.control&utm_content=ex67%3Av6

#catsofbgc #helpsavecats #catsofinstagram #cats_of_instagram #rescue #rescuecats #PAWSAsia #CARA #PAWA #PSPCA #crazycatlady #lovekitties #findBGCcats #BGC #world #PETA #PETAAsia #thedodo #thedodoimpact #buzzfeed #buzzfeednews #buzzfeedanimals #hughjackman #katyperry #snoopdogg #montyhappiness #kittensofinstagram #taylorswift",2018-02-19 16:13:28
185,https://www.instagram.com/p/BfXMC7zlrLV/,"Before and after photo of our rescued princess, #OrpheliaHRH .

We adopted our Princess Orphelia from the same cat colony around the BGC Shang area, that is now the center of negative news due to the ""relocation"" of most of the cats to somewhere else. 
I hope they are all well, and be taken back to where the community can care for them.  #CatsOfBGC",2018-02-19 02:57:16
186,https://www.instagram.com/p/BfXE-NbAm8e/,"We're looking at you evil hotel 🙄You even reported our accounts as spam, hacked into our profiles etc. EVIL 😡

#supermegacat is annoyed. I hope you can't sleep soundly at night! Justice will be served either way.. You can't shut up the public.

Read from @foururbanwomen blog post there's a part there that you got rid of the cats for ""aesthetics"". You dumb f*cks. Those cats are one of the reason BGC feels homey.

So according to your press release you had them adopted? Pics or we call bull$hit

Justice for #CATSOFBGC",2018-02-19 01:55:51
187,https://www.instagram.com/p/BfXAAHKlR1U/,"Rephrased post from a friend: 
To those bashing the Cats of BGC admins and CARA, your misdirected anger and accusations are UNPRODUCTIVE and NOT HELPFUL AT ALL. These people are volunteers - they have families and day jobs just like the rest of us and do ALL IN THEIR LIMITED POWER to take care of the cats. Instead of bashing, why don't you join the volunteers in searching for the cats? Better yet, adopt one. There are still Cats of BGC that need homes. Please READ the entire statement of one of the admins/volunteers here to understand her side and see the photos of cats that are still missing: https://www.facebook.com/timmi.bandian/posts/10156124781016382

If you can’t do anything to help, send POSITIVE VIBES nalang. Energy flows where attention goes. Focus on the cats and the FACT that they’re being HELPED. Stop bashing the people who are ACTUALLY doing something to help these animals.

#StopBitchingStartPitching #positivevibesonly #justiceforthecatsofbgc #catsofbgc",2018-02-19 01:12:01
188,https://www.instagram.com/p/BfW_GhUnc7M/,We miss you #catsofbgc 😞,2018-02-19 01:06:16
189,https://www.instagram.com/p/BfW9i6XFIR-/,"Still grateful for people who can be reasoned with. Thank you, Sir 🙏🏼 #postivevibesonly #justiceforthecatsofbgc #catsofbgc",2018-02-19 00:50:33
190,https://www.instagram.com/p/BfW10NfH991/,#CatLivesMatter #catsofbgc,2018-02-18 23:43:01
191,https://www.instagram.com/p/BfW1hFXAMTX/,"We're so angry with the news about what happened to the BGC cats in Manila. Donut used to be a stray living in Starbucks until one employee threw him inside a bin, luckily for him I was there that day and I immediately rescued and adopted him. Sadly the cats living in Shangri-la the Fort are not so lucky, the management decided to get rid of them and now we don't even know where they are. These big companies think they can just do whatever they want to animals and people won't notice. Really upset about this news. Something needs to be done about this.😠😡 #Donut #BoycottShangrilaHotels #shangrilathefort #catsofbgc #catsofmanila

#SkippyandDonut #catsgram #DonAndSkipInEngland #Siamese #domesticshorthair #cute #cat #cats #catsofinstagram #catsgram #pets #catlover #kitties #cutecat #cutecats #puspin #pusangpinoy #leeds #UK #love #lovecats #instacat #Brothers",2018-02-18 23:40:24
192,https://www.instagram.com/p/BfWrdBGgaxq/,"Shame on you Shangrila Plaza the fort
#shangrilaplazabgc
#justiceforcats #catsofbgc 
#justiceforthecatsofbgc
#cats_of_instagram #cats #pusa #puspin #catsofinstagram
#wherearethecatsofbgc",2018-02-18 22:21:27
193,https://www.instagram.com/p/BfWOZETgwqM/,"Those CATS deserve to live more than those who eradicated them😢💔🐺
#animalcruelty #catsofbgc",2018-02-18 17:58:31
194,https://www.instagram.com/p/BfWK1MPg0SD/,"A throwback picture.

A harmless cat and this posh hotel. 
#catsofBGC 😿",2018-02-18 17:45:00
195,https://www.instagram.com/p/BfWC6k6FKKl/,"@shangrilafort is greedy and without compassion, despite whatever they say. What you did to the #CatsOfBGC is not okay. Animal cruelty is not okay. Please do not support an establishment that is heartless and is perfectly fine with treating tame, domesticated, FIXED, VACCINATED, CARED FOR, WELL-LOVED animals the way they did. 
PLUS they're reporting accounts who are calling them out for what they did. How low can you go, Shang social media team? World-class... NOT. 😡
.
.
.
.
.
.
.
.
.
.
#igersmanila #igersph #igersphilippines #manila #philippines #shangrilafort #shangrilabgc #shangrilahotel #bgc #thefort #philippinehotels #hotelsinmanila #wheretogo #wheretostay #animalwelfare #notoanimalcruelty #animalabuse #supportanimalwelfare",2018-02-18 16:18:14
196,https://www.instagram.com/p/BfV6rg1jZ1-/,"Last week, in the cover of night, the Shangri-la Hotel at the Fort ""eradicated"" a colony of spayed and neutered cats. They claim the cats were rehomed and are unharmed. So why can't they produce proof that they are alive and okay. Tsk, Tsk. Shame, shame. (photo from @catsofbgc) #animalcruelty #rescuecat #straycats #adoptdontshop #cat #catsofinstagram #catcarephilippines #catstagram #gatosdelmundo #gato #gatosdeinstagram #leschatsdumonde #catsofmanila #pusa #puspin #catsofbgc",2018-02-18 15:06:17
197,https://www.instagram.com/p/BfVzY4qlMVs/,"Afraid, Shang at The Fort? You should be. 🖕🏽 #justiceforthecatsofbgc #catsofbgc #shangrilaathefort",2018-02-18 14:02:34
198,https://www.instagram.com/p/BfTAdwwgH7m/,#catsofbgc,2018-02-18 13:17:15
199,https://www.instagram.com/p/BfVthxPFaeK/,"Praying tonight that you are all safe and unharmed. We will find you, kitties. Hang in there. 
Photos taken when we were checked in that damn hotel last December 26, 2017.

Shang at The Fort, do these cats look like pests to you? Heartless bastards. 
#justiceforthecatsofbgc #catsofbgc #shangrilaatthefort",2018-02-18 14:29:34
